Date,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
11/25/2017,22.3,31.87,14.15,22.29,2.02,37.78,6.3,100.86,58.7458992
11/26/2017,22.53,32.16,16.18,22.64,3.28,34.45,5.86,100.98,
11/27/2017,21.72,31.56,14.22,22.58,2.06,20.94,3.55,100.85,54.4387093
11/28/2017,22.73,32.56,15.05,22.63,2.99,37.36,6.37,100.62,
11/29/2017,22.1,31.39,14.84,21.77,3.49,29.93,4.83,100.77,61.6018372
11/30/2017,20.54,29.86,14.88,20.65,4.29,19.83,2.98,100.92,53.0180511
12/1/2017,19.99,30.04,13.38,20.28,3.75,20.28,2.98,100.83,
12/2/2017,20.09,30.82,13.12,20.68,3.42,17.69,2.67,100.84,62.6671028
12/3/2017,19.64,28.87,13.49,19.98,4.49,18.95,2.73,100.88,
12/4/2017,19.2,27.66,13.52,19,4.96,15.6,2.12,100.82,62.4256592
12/5/2017,17.25,25.96,9.99,17.08,7.02,10.86,1.31,100.83,
12/6/2017,16.87,25.67,11.02,16.81,5.17,19.6,2.32,100.91,61.1805916
12/7/2017,15.99,26.39,8.57,16.26,3.91,15.64,1.78,101,59.097477
12/8/2017,16.98,27.45,9.74,17.37,3.53,15.71,1.92,100.97,57.0298309
12/9/2017,19.04,28.9,11.24,19.52,2.38,18.95,2.66,100.76,58.214756
12/10/2017,21.39,27.85,16.86,20.92,4.31,15.41,2.36,100.68,
12/11/2017,19.87,26.23,14.73,19.68,3.38,25.37,3.6,100.79,60.8525162
12/12/2017,16.19,25.38,9.76,17.06,2.47,24.13,2.9,100.83,
12/13/2017,16.52,25.92,10.69,17.33,2.51,17.53,2.14,100.98,61.7371178
12/14/2017,15.64,23.87,9.26,15.29,4.46,25.55,2.73,101.25,
12/15/2017,15.04,23.27,8.63,14.78,4.72,33.47,3.46,101.44,60.9610291
12/16/2017,15.19,23.56,8.6,14.97,5.61,32.93,3.44,101.56,57.5211296
12/17/2017,16.26,25.76,8.64,16.07,5.15,25.69,2.88,101.53,
12/18/2017,18.44,27.69,10.72,18.09,4.73,23.58,3.01,101.49,59.0094757
12/19/2017,19.31,26.45,13.23,18.98,4.52,30.58,4.13,101.46,
12/20/2017,20.2,28.94,13.54,20.07,3.58,42.54,6.15,101.46,57.5761719
12/21/2017,19.78,29.12,14.26,19.99,3.74,38.59,5.55,101.48,
12/22/2017,19.17,28.9,13.07,19.48,3.78,29.12,4.06,101.32,57.3200417
12/23/2017,19.27,29.5,12.6,20.06,2.26,24.09,3.49,101.02,58.868576
12/24/2017,19.03,29.45,11.72,19.23,2.88,23.48,3.24,100.89,59.6310883
12/25/2017,18.44,29.57,11.51,19.14,3.42,23.05,3.15,101.15,61.4288635
12/26/2017,18.78,29.34,12.72,20.41,1.48,19.58,2.9,101.09,
12/27/2017,19.38,30.11,13.5,21.22,1.64,24.9,3.88,100.91,62.8840981
12/28/2017,19.32,28.48,13.81,19.62,4.09,25.73,3.63,100.93,
12/29/2017,18.26,27.66,12.43,18.35,4.26,25.99,3.38,101.08,65.7909012
12/30/2017,16.08,26.23,9.91,16.56,3.98,19.06,2.21,101.14,
12/31/2017,15.82,26.66,9.78,17.16,2.52,15.31,1.85,100.97,73.3596039
1/1/2018,15.15,26.33,8.16,17.1,2,12.29,1.48,100.78,70.1761475
1/2/2018,15.11,26.62,8.43,17.6,1.88,16.04,2,100.72,
1/3/2018,15.59,26.86,11.34,17.85,1.67,19.34,2.45,100.76,70.7345734
1/4/2018,18.58,27.19,11.2,18.44,3.26,67.08,8.84,100.7,
1/5/2018,18.61,26.59,12.98,18.12,3.25,43.7,5.64,100.73,67.2895355
1/6/2018,16.2,24.14,10.39,16.16,3.16,31.61,3.59,100.85,
1/7/2018,16.7,25.11,10.47,17.38,1.8,37.44,4.6,100.93,69.5522614
1/8/2018,17.73,26.41,12.04,18.44,1.58,42.32,5.56,100.94,69.2293777
1/9/2018,16.61,26.09,10.08,17.39,2.94,23.15,2.83,101.13,72.0576324
1/10/2018,17.58,26.45,11.41,17.63,4.3,24.89,3.09,101.18,74.739563
1/11/2018,19.39,26.2,15.07,19.51,3.48,23.18,3.24,101.14,
1/12/2018,20.38,27.91,16.03,21.21,1.85,30.27,4.71,100.99,72.4400406
1/13/2018,21.13,29.77,15.1,21.9,1.98,33.74,5.49,100.9,
1/14/2018,20.76,31.3,14.01,22.01,1.97,22.38,3.66,100.89,74.9735184
1/15/2018,19.16,29.82,11.82,19.74,3.17,19.18,2.73,100.99,
1/16/2018,19.72,29.58,14.02,20.34,3.72,36.16,5.36,100.65,71.7110977
1/17/2018,19.48,28.68,12.62,19.64,3.14,45.08,6.4,100.58,68.9258118
1/18/2018,18.83,28.09,12.22,18.8,4.17,22.89,3.07,100.88,
1/19/2018,17.93,27.49,11.49,17.91,3.91,19.94,2.52,101.06,67.1460266
1/20/2018,16.88,27.31,9.49,17.98,2.63,17.42,2.22,101.02,
1/21/2018,18.7,28.77,10.53,18.47,3.29,37.62,4.96,100.69,63.2068367
1/22/2018,19.78,28,13.04,19.47,3.82,52.24,7.36,100.41,
1/23/2018,18.17,26.69,11.82,18.81,3.06,26.32,3.54,100.56,75.7999496
1/24/2018,18.88,28.85,11.73,18.89,2.63,33.56,4.54,100.7,78.8245468
1/25/2018,19.41,28.88,11.58,19.31,2.55,46.27,6.44,100.63,81.091217
1/26/2018,18.7,28.87,10.9,19.22,1.93,28.51,3.94,100.64,80.4010468
1/27/2018,19.07,29.02,10.88,19.6,2.03,33.1,4.68,100.6,
1/28/2018,19.92,29.6,11.75,20.19,2.02,31.07,4.56,100.67,86.2074814
1/29/2018,21.38,30.16,12.96,21.13,2.27,46.07,7.16,100.83,
1/30/2018,22.16,30.71,14.59,21.78,3.05,41.35,6.67,100.98,83.503212
1/31/2018,22.49,31.73,14.84,22.25,2.86,31.43,5.22,100.9,
2/1/2018,20.53,28.26,14.1,20.3,3.25,31.92,4.7,100.88,89.3305664
2/2/2018,19.76,28.58,12.44,20.17,2.63,20.28,2.97,100.76,77.0143661
2/3/2018,19.03,28.45,12.61,18.99,3.84,20.09,2.73,100.84,
2/4/2018,19.01,28.32,11.29,18.63,3.85,11.74,1.56,100.89,94.2928391
2/5/2018,19.24,27.77,14.04,19.15,3.55,13.28,1.82,101.02,
2/6/2018,18.36,28.73,11.45,18.73,4.2,11.99,1.6,101.11,91.3504181
2/7/2018,18.29,28.64,10.93,19.17,2.66,11.87,1.63,100.91,
2/8/2018,18.89,28.65,11.78,19.66,2.24,16.87,2.39,100.67,90.7963943
2/9/2018,19.84,29.61,11.77,20.18,2.32,23.73,3.48,100.57,95.0917816
2/10/2018,22.14,29.23,13.49,21,2.41,36.44,5.63,100.59,88.886879
2/11/2018,20.8,27.12,15.31,20.19,3.17,30.47,4.47,100.67,88.3371429
2/12/2018,21.2,28.43,11.97,19.92,2.54,43.38,6.24,100.98,
2/13/2018,22.84,30.14,14.14,22.28,1.92,45.56,7.56,101.33,95.6700821
2/14/2018,22.59,30.39,15.15,22.28,3.43,27.96,4.62,101.51,
2/15/2018,23.41,31.4,14.89,22.84,1.85,27.55,4.72,101.4,96.0488205
2/16/2018,25.14,34.06,16.56,24.83,1.36,29.41,5.69,101.18,
2/17/2018,25.16,34.3,17.35,25.38,2.05,29.53,5.93,100.76,98.8339691
2/18/2018,25.94,35.16,17.83,25.81,2.04,24.75,5.11,100.49,97.2830276
2/19/2018,26.81,35.86,17.87,25.9,3.02,37.87,7.88,100.48,
2/20/2018,27.09,35.5,18.17,26.07,3.95,38.22,8.02,100.55,102.681953
2/21/2018,26.87,35.5,16.53,25.39,2.9,40.17,8.11,100.45,
2/22/2018,26.88,34.48,17.95,25.68,3.91,46.99,9.67,100.35,102.604683
2/23/2018,25.94,32.51,19.3,25.08,4.42,51.06,10.14,100.34,
2/24/2018,26.55,32.99,18.24,25.31,2.94,53.75,10.81,100.54,106.665138
2/25/2018,26.96,33.43,19.88,26.02,3.57,36.26,7.56,100.89,107.810005
2/26/2018,25.44,31.95,19.67,25.06,2.71,31.92,6.29,100.83,102.435997
2/27/2018,26.61,34.57,18.92,25.95,2.52,30.22,6.28,100.67,104.599922
2/28/2018,27.2,35.25,19.76,26.59,2.87,28.6,6.19,100.51,108.219543
3/1/2018,28.66,35.65,21.85,27.66,3.72,28.94,6.67,100.41,106.920189
3/2/2018,28.12,36.14,19.12,27,4.25,34.57,7.68,100.37,
3/3/2018,28.23,34.93,20.42,26.76,3.77,40.7,8.93,100.28,107.767052
3/4/2018,27.56,33.16,18,25.62,1.35,38.21,7.83,100.3,107.985939
3/5/2018,27.29,35.35,18.29,26.8,2.55,26.1,5.71,100.56,110.994156
3/6/2018,27.03,35.96,19.95,27.67,1.58,19,4.36,100.68,112.493782
3/7/2018,26.87,35.81,20.32,27.65,1.73,16.45,3.78,100.49,115.851334
3/8/2018,27.27,36.45,18.65,26.87,3,20.41,4.48,100.44,113.643089
3/9/2018,28.13,35.94,18.55,26.8,3.27,30.11,6.6,100.47,
3/10/2018,27.7,35.56,18.22,26.26,3.62,31.12,6.6,100.55,113.010857
3/11/2018,28.65,36.72,18.1,26.8,3.57,32.84,7.19,100.53,
3/12/2018,28.16,36.95,17.84,26.48,4.52,38.32,8.25,100.51,116.18721
3/13/2018,26.77,34.93,18.06,25.44,6.05,49.91,10.12,100.38,114.001564
3/14/2018,28.29,36.14,20.3,27.04,6.28,49.46,11.06,100.15,112.339417
3/15/2018,28.98,36.51,19.73,27.49,4.23,35.26,8.07,100.29,111.245728
3/16/2018,29.34,36.37,19.52,27.53,3.51,36.06,8.27,100.32,118.067139
3/17/2018,29.2,36.58,19.21,27.32,3.96,34.06,7.71,100.37,118.081993
3/18/2018,27.08,34.08,18.45,25.74,5.21,40.58,8.36,100.46,
3/19/2018,27.72,34.4,18.98,25.94,4.68,50.12,10.45,100.6,118.805489
3/20/2018,27.61,34.23,19.41,26.09,5.72,49.49,10.42,100.51,120.083893
3/21/2018,27.5,34.15,17.79,25.67,2.69,36.46,7.48,100.41,122.081329
3/22/2018,28.65,35.34,17.74,26.31,2.35,33.7,7.18,100.4,121.038506
3/23/2018,29.9,36.85,19.06,27.52,3.29,37.86,8.67,100.41,117.443565
3/24/2018,30.81,38.48,19.69,28.64,2.93,32.83,8,100.68,121.590103
3/25/2018,31.49,39.61,21.24,30.41,2.36,21.77,5.86,100.79,
3/26/2018,31.99,39.76,21.97,30.59,3.09,17.97,4.89,100.67,118.497093
3/27/2018,31.71,41.63,21.21,30.26,4.24,26.09,7,100.23,
3/28/2018,31.69,42.47,20.18,31.2,2.65,20.43,5.79,100.2,127.520538
3/29/2018,32.83,42.7,21.5,31.36,2.88,16.93,4.83,100.27,126.006561
3/30/2018,32.62,42.65,22.38,31.46,5.3,21.2,6.1,100.06,126.570892
3/31/2018,32.06,41.56,21.2,30.22,5.39,42.89,11.56,99.89,125.848915
4/1/2018,32.42,41.88,21.47,30.41,4.81,42.43,11.56,99.94,127.685532
4/2/2018,31.54,40.06,22.45,30.02,5.82,42.36,11.26,100.08,126.690674
4/3/2018,32.58,41.32,21.88,30.62,4.97,42.54,11.71,100.1,
4/4/2018,32.55,40.06,22.79,30.67,4.78,42.31,11.69,99.98,129.994293
4/5/2018,31.03,36.67,23.63,29.71,3.42,49.92,13.09,99.83,130.714874
4/6/2018,32.59,40.28,23.39,30.97,4.35,38.65,10.87,99.88,132.887192
4/7/2018,33.54,41.28,22.61,31.51,3.28,38.11,11.03,100.03,130.179428
4/8/2018,34.93,42.54,23.92,32.97,3.98,32.69,10.28,99.99,127.487991
4/9/2018,33.43,39.88,25.13,32.24,4.39,38.3,11.55,100.09,126.774429
4/10/2018,35.21,40.54,25.42,32.94,2.72,34.99,10.98,100.02,
4/11/2018,35.41,40.73,25.55,32.97,3.4,28.41,8.92,99.99,127.054512
4/12/2018,35.26,41.52,23.65,32.61,2.14,32.39,9.98,99.95,
4/13/2018,35.55,42.27,26.33,33.72,4.09,25.67,8.41,100,129.721542
4/14/2018,35.2,40.93,25.08,32.76,4.03,33,10.25,100,130.202454
4/15/2018,34.05,40.73,24.79,32.35,5.11,36.02,10.94,100.02,130.837082
4/16/2018,33.37,39.64,24.58,31.54,5.09,38.52,11.15,100.24,129.703568
4/17/2018,33.83,41.12,22.36,31.74,3.87,34.79,10.17,100.34,131.51532
4/18/2018,35.41,43.04,26.08,33.82,5.82,25.82,8.48,100.26,129.500397
4/19/2018,34.68,40.55,25.07,32.43,4.7,30.83,9.4,99.98,
4/20/2018,32.65,38.13,23.81,30.17,4.04,30.17,8.08,99.96,132.804153
4/21/2018,30.82,38.84,19.94,28.9,3.88,15.47,3.84,100.18,130.258316
4/22/2018,30.66,39.14,19.85,29.62,3,10.59,2.73,100.34,133.724243
4/23/2018,32.82,40.84,21.49,31.07,3.28,14.68,4.12,100.32,128.079178
4/24/2018,32.94,41.77,21.83,31.09,5.98,33.95,9.57,100.18,130.399033
4/25/2018,34.21,43.1,22.43,31.71,5.68,43.15,12.66,99.96,126.501328
4/26/2018,34.43,41.9,24.14,32.14,5.8,47.5,14.3,99.87,
4/27/2018,34.54,42.6,24.73,32.56,6.07,47.26,14.57,99.94,127.801964
4/28/2018,36.25,44.35,25.46,33.69,5.35,45.52,14.95,99.95,
4/29/2018,36.73,44.92,26.26,34.49,6.51,43.21,14.86,99.78,129.748245
4/30/2018,36.17,45.13,25.99,34.33,7.49,39.33,13.42,99.62,127.06955
5/1/2018,35.04,43.51,25.99,33.4,7.54,44.62,14.45,99.7,127.725784
5/2/2018,35.51,43.77,25.63,33.59,6.33,43.01,14.08,99.65,129.393036
5/3/2018,37.11,44.17,25.99,34.92,2.69,36.28,12.78,99.63,131.363007
5/4/2018,38.08,45.58,28.1,35.91,3.34,25.58,9.48,99.75,128.355362
5/5/2018,35.47,42.52,24.66,33.5,5.71,33.37,10.82,99.9,
5/6/2018,33.86,40.73,24.64,31.98,6.58,43.19,12.87,99.93,132.97966
5/7/2018,34,40.14,25.02,31.73,6.34,48.97,14.41,99.85,133.253189
5/8/2018,35.63,41.5,25.73,32.72,5.21,47.89,14.92,99.81,132.970215
5/9/2018,35.39,42.22,25.76,33.28,6.43,43.88,14.08,99.92,128.645004
5/10/2018,34.72,41.1,26.32,32.99,6.14,44.97,14.18,100.07,133.281677
5/11/2018,35.23,42.01,26.33,33.28,6.9,39.41,12.63,99.95,127.413696
5/12/2018,33.89,40.23,24.79,32.09,6.13,50.98,15.32,99.84,
5/13/2018,34.83,42.05,26.26,33.25,7.29,44.39,14.24,99.8,129.560532
5/14/2018,36.84,44.27,26.01,34.44,5.44,41.44,14.2,99.8,
5/15/2018,35.99,43.85,27.01,34.55,7.48,39.29,13.55,99.75,129.468262
5/16/2018,36.92,44.14,26.13,34.48,5.13,41.26,14.19,99.65,126.898514
5/17/2018,37.16,44.78,26.77,35.46,6.58,34.45,12.5,99.6,127.901352
5/18/2018,37.83,44.42,26.98,35.3,4.93,32.66,11.75,99.55,126.161247
5/19/2018,37.3,43.35,26.13,34.75,3.61,31.65,11.04,99.57,130.442017
5/20/2018,36.97,43.01,26.01,34.61,2.91,24.5,8.46,99.68,125.114708
5/21/2018,36.77,43.45,27.86,35.15,4.27,12.25,4.34,99.75,
5/22/2018,35.58,43.41,25.36,33.95,4.03,10.82,3.58,99.86,128.859634
5/23/2018,36.83,44.06,23.74,34.15,3.43,16.54,5.55,99.76,129.431152
5/24/2018,37.51,43.94,25.03,34.61,4.19,27.25,9.42,99.62,131.268707
5/25/2018,38.51,45.47,25.9,35.56,3.74,32.79,11.96,99.59,124.681267
5/26/2018,39.36,46.16,27.2,36.35,4.41,29.67,11.3,99.56,127.266472
5/27/2018,39.45,46.65,27.28,36.35,4.25,34.02,12.99,99.47,126.991631
5/28/2018,39.79,46.04,26.98,36.44,3.1,34.1,13.11,99.27,
5/29/2018,39.51,46.68,27.02,36.52,4.28,32.59,12.61,99.05,124.405724
5/30/2018,39.42,46.18,27.17,36.75,2.15,18.01,7.03,99.08,
5/31/2018,38.34,46.2,26.67,36.03,5.17,33.79,12.69,99.34,128.596634
6/1/2018,37.73,44.92,27.18,35.31,6.03,40.27,14.52,99.58,128.842026
6/2/2018,36.44,43.64,26.39,33.99,6.72,42.01,14.06,99.68,126.303894
6/3/2018,35.15,42.15,26.01,32.92,8.05,47.41,14.98,99.54,124.628082
6/4/2018,35.51,41.58,27.63,33.32,8.57,52.84,17.11,99.37,127.880814
6/5/2018,36.09,42.02,27.94,34.13,8.6,49.27,16.67,99.49,123.723473
6/6/2018,35.85,41.82,27.72,33.97,8.44,51.16,17.14,99.64,
6/7/2018,36.04,41.77,28.37,33.82,8.88,55.28,18.45,99.31,115.006264
6/8/2018,36.87,41.56,29.14,34.33,8.03,54.59,18.8,98.97,45.5025673
6/9/2018,36.33,40.29,29.62,34.21,6.65,55.64,19.08,98.75,96.6623383
6/10/2018,39.15,44.86,29.17,35.83,5.52,45.84,17.16,98.82,124.371643
6/11/2018,37.48,44.45,29.1,35,7.78,50.33,17.98,99.02,126.848038
6/12/2018,33.61,39.65,28.05,32.56,9.67,63.14,19.71,98.98,121.623444
6/13/2018,33.18,37.96,27.45,31.68,10.4,59.9,17.76,99.02,
6/14/2018,33.06,37.46,27.88,31.63,11.26,60.05,17.75,99.08,115.13446
6/15/2018,33.64,38.18,28.13,32.14,10.19,60.08,18.27,99.15,
6/16/2018,34.09,38.25,28.54,32.52,9.8,59.44,18.45,99.25,127.39711
6/17/2018,34.28,38.79,28.22,32.54,9.29,59.07,18.36,99.23,128.126556
6/18/2018,34.82,40.1,28.23,32.99,7.41,55.36,17.63,99.24,125.451347
6/19/2018,34.65,41.55,27.74,33.11,7.65,51.35,16.44,99.33,127.24054
6/20/2018,34.86,40.59,27.43,33.03,7.97,55.71,17.77,99.32,126.390686
6/21/2018,35.86,40.92,27.55,33.54,6.23,55.4,18.18,99.32,125.216156
6/22/2018,36.25,41.57,27.9,33.87,6.56,53.97,18.06,99.26,
6/23/2018,36.49,41.82,28.21,33.93,6.89,53.72,18.04,99.26,129.495926
6/24/2018,36.05,40.95,28.19,33.41,7.08,52.65,17.16,99.27,123.742088
6/25/2018,36.38,41.24,28.2,33.74,7.05,52.24,17.38,99.07,63.7097626
6/26/2018,36.87,41.15,28.34,33.85,6.03,51.58,17.31,98.82,119.694077
6/27/2018,38.76,41.49,28.24,34.91,3.12,45.27,16.07,98.96,82.8549194
6/28/2018,37.14,40.46,30.25,34.9,3.46,47.63,16.88,99.12,86.0044403
6/29/2018,33.64,36.98,28.98,32.47,3.98,59.06,18.29,99.19,
6/30/2018,34.7,37.05,28.09,32.48,3.02,61.74,19.1,99.36,108.507881
7/1/2018,35.89,39.5,28.24,33.39,5.68,57.57,18.74,99.38,
7/2/2018,35.05,39.29,28.5,33,7.86,59.09,18.87,99.13,127.674377
7/3/2018,33.98,38.04,28.59,32.27,9.76,59.95,18.39,98.99,104.80201
7/4/2018,33.8,37.74,28.15,32.19,9.46,59.34,18.12,99,127.286942
7/5/2018,34.36,38.68,28.4,32.59,7.64,58.51,18.23,99.23,116.675346
7/6/2018,34.74,38.85,28,32.68,6.52,56.26,17.59,99.4,121.538239
7/7/2018,35.3,39.89,28.02,32.96,6.81,54.61,17.35,99.32,123.731346
7/8/2018,35.6,40.48,27.48,33.1,6.63,53.01,16.99,99.21,
7/9/2018,35.63,40.71,27.39,33.23,6.81,52.77,17.06,99.1,126.529991
7/10/2018,35.8,40.78,28.07,33.37,6.95,53.5,17.43,99.13,126.65551
7/11/2018,35.19,39.66,28.17,32.82,7.89,55.19,17.44,99.07,129.24527
7/12/2018,35.76,40.25,28.37,33.28,7.71,54.08,17.56,98.96,126.660141
7/13/2018,36.02,40.27,28.49,33.47,6.92,53.25,17.47,98.98,129.349243
7/14/2018,37.68,42.38,28.24,34.61,5.43,48.39,16.91,98.98,125.203987
7/15/2018,35.72,39.95,28.96,33.67,7.06,53.17,17.65,98.88,
7/16/2018,36.19,38.91,29.03,33.65,3.82,56.59,18.78,98.94,115.877045
7/17/2018,34.79,37.48,29.92,33.18,3.36,60.07,19.4,99.01,
7/18/2018,33.53,37.04,28.71,32.28,4.39,63.53,19.48,99.15,108.618774
7/19/2018,34.95,39.8,28.05,33.14,5.95,56.8,18.27,99.16,76.1221771
7/20/2018,34.9,39.94,28.13,33.02,6.92,55.42,17.72,99.06,127.924339
7/21/2018,35.05,39.87,28.1,32.98,7.16,56.15,17.9,99.11,
7/22/2018,34.03,38.35,27.84,32.23,7.75,57.79,17.67,99.07,123.283577
7/23/2018,35.81,40.79,27.87,33.17,6.43,55.12,17.78,99,109.928329
7/24/2018,35.3,39.82,27.74,32.79,6.49,55.56,17.5,99.25,
7/25/2018,32.98,37.28,27.59,31.21,8.56,60.33,17.38,99.22,125.765968
7/26/2018,33.15,38.46,27.32,31.4,9.45,60.06,17.51,99.1,87.1161575
7/27/2018,33.91,39.68,27.16,32.09,8.44,53.88,16.34,99.01,125.282036
7/28/2018,34.11,40.36,26.69,32.12,8.15,55.12,16.73,99.13,124.130325
7/29/2018,34.2,39.65,26.68,31.9,7.64,56.16,16.83,99.21,127.940536
7/30/2018,34.39,39.84,26.75,31.98,7.19,54.01,16.23,99.25,120.127335
7/31/2018,33.8,39.74,26.51,31.66,7.97,54.47,16.08,99.24,
8/1/2018,33.39,38.79,26.46,31.5,8.6,55.12,16.13,99.23,103.981087
8/2/2018,32.85,38.06,26.36,30.96,8.54,57.55,16.3,99.39,
8/3/2018,32.89,37.9,26.2,30.9,8.62,58.88,16.61,99.54,115.560837
8/4/2018,32.16,37.04,26.35,30.36,9.4,61.19,16.75,99.43,119.901031
8/5/2018,33.23,38.93,26.23,31.29,8.96,58.91,17.03,99.31,120.25312
8/6/2018,33.4,39.83,26.29,31.55,8.88,54.76,16.09,99.12,121.134926
8/7/2018,33.93,39.67,26.41,31.8,7.14,54.63,16.29,99.05,125.335686
8/8/2018,34.96,38.36,26.75,32.42,3.81,52.96,16.33,99.21,119.619736
8/9/2018,34.37,36.37,27.54,32.01,3.39,56,16.81,99.6,
8/10/2018,34.65,38.27,27.45,32.11,5.97,55.28,16.67,99.67,106.006218
8/11/2018,33.2,38.02,26.45,31.05,8.48,60.72,17.3,99.38,120.314163
8/12/2018,33.56,39.3,26.4,31.61,8.48,57.24,16.92,98.9,108.691467
8/13/2018,34.95,40.85,26.74,32.61,6.75,55.16,17.27,98.85,118.114609
8/14/2018,34.99,40.58,27.32,32.55,6.63,55.3,17.2,99.14,120.697517
8/15/2018,34.8,40,26.64,32.35,6.46,52.15,16.01,99.25,119.061363
8/16/2018,35.43,39.66,26.86,32.7,4.84,51.33,16.05,99.41,
8/17/2018,34.72,38.21,27.75,32.52,3.67,54.91,17.02,99.28,115.115799
8/18/2018,34.92,38.72,27.98,32.64,4.29,55.15,17.24,99.16,
8/19/2018,34.79,38.8,27.38,32.38,6.01,56.57,17.4,99.29,114.609077
8/20/2018,34.94,39.47,27.18,32.4,6.45,54.92,16.89,99.38,115.152275
8/21/2018,34.15,38.85,26.87,31.82,6.3,54.87,16.32,99.42,115.387222
8/22/2018,34.09,39.38,26.62,32.01,7.18,53.52,16.09,99.43,107.422897
8/23/2018,33.21,37.74,26.87,31.31,8.12,57.86,16.72,99.44,114.578491
8/24/2018,33.23,37.83,26.76,31.21,7.49,56.9,16.35,99.43,104.884445
8/25/2018,33.15,37.95,26.38,31.1,7.28,55.3,15.79,99.36,
8/26/2018,33.17,38.12,26.26,31.05,6.78,54.18,15.45,99.26,108.122147
8/27/2018,34.38,38.72,25.95,31.59,4.7,52.07,15.27,99.46,111.93412
8/28/2018,34.32,38.89,25.97,31.77,4.53,50.93,15.07,99.58,114.106918
8/29/2018,34.63,40.08,26.13,32.12,6.03,51.05,15.4,99.69,113.316833
8/30/2018,32.18,36.34,26.43,30.29,7.14,57.64,15.67,99.63,113.029747
8/31/2018,31.88,37.06,25.59,29.95,7.45,58.54,15.63,99.54,110.431885
9/1/2018,33.43,38.63,25.37,30.98,5.4,53.73,15.19,99.62,
9/2/2018,33.07,38.31,25.69,30.75,5.84,54.7,15.26,99.64,101.666901
9/3/2018,31.72,36.67,25.61,29.84,5.93,54.25,14.36,99.69,
9/4/2018,31.73,37.42,24.98,29.78,6.31,54.48,14.35,99.81,109.005669
9/5/2018,31.56,37.41,24.62,29.62,6.73,54.04,14.11,99.79,106.902168
9/6/2018,32.16,38.16,24.16,29.96,5.69,53.33,14.21,99.7,105.916092
9/7/2018,32.92,39.13,23.54,30.42,4.8,51.26,14.02,99.76,104.300507
9/8/2018,33.23,38.63,24.51,31.2,4.83,49.7,14.2,99.8,
9/9/2018,33.54,39.02,25.91,31.52,5.85,51.54,14.99,99.87,105.98938
9/10/2018,33.33,38.91,25.87,31.1,6.26,56.08,15.9,100.12,
9/11/2018,32.29,37.8,25.74,30.28,6.86,58.45,15.8,100.19,105.968315
9/12/2018,31.58,37.12,24.71,29.65,6.95,59.2,15.47,99.96,
9/13/2018,31.8,37.78,24.4,29.8,6.67,57.15,15.08,99.8,103.609459
9/14/2018,32.08,37.33,24.99,30.09,6.31,58.55,15.7,99.89,100.170601
9/15/2018,31.73,36.61,24.73,29.75,5.7,58.25,15.28,100.09,
9/16/2018,32.48,37.25,24.26,30.06,4.41,54.85,14.64,100.1,99.167778
9/17/2018,32.6,37.38,24.72,30.29,4.65,51.9,14.05,100.05,
9/18/2018,32.38,38.32,23.89,30.27,5.3,49.66,13.41,100.09,92.7246552
9/19/2018,31.97,38.78,23.13,29.96,5.49,51.8,13.75,100.06,
9/20/2018,31.99,39.11,23.04,30.07,5.53,50.94,13.62,99.96,98.0288391
9/21/2018,32.96,40.07,22.77,30.83,4.16,42.99,11.99,100.01,95.3951416
9/22/2018,34.71,42.2,23.71,32.9,2.98,36.51,11.45,99.92,95.4011307
9/23/2018,35.82,41.06,27.4,33.91,2.33,37.27,12.36,100.06,93.1069946
9/24/2018,33.86,40.36,25.24,31.9,4.97,43.95,13.02,100.11,
9/25/2018,31.98,39.23,23.24,30.26,5.68,51.34,13.86,100.13,79.7653961
9/26/2018,32.31,39.39,23.51,30.18,5.15,52.95,14.24,100.08,
9/27/2018,32.32,38.9,23.54,30.33,4.69,52.6,14.26,100.11,91.4831085
9/28/2018,32.38,38.41,24.3,30.51,4.49,51.44,14.08,100.21,
9/29/2018,33.21,39.95,23.63,31.19,3.87,46.33,13.16,100.27,90.2189865
9/30/2018,33.01,40.23,23.91,31.16,4.13,43.7,12.38,100.27,86.7633743
10/1/2018,32.37,39.81,22.69,30.61,4.02,45.33,12.46,100.2,
10/2/2018,32.46,40.33,22.55,30.76,3.92,41.16,11.4,100.24,85.8910294
10/3/2018,32.33,40.23,22.06,30.33,3.22,44.17,11.95,100.14,
10/4/2018,32.15,40.16,22.48,30.37,3.25,45.04,12.21,100.2,84.2116089
10/5/2018,31.97,39.97,22.1,30.38,3.18,37.9,10.25,100.36,
10/6/2018,32.98,40.64,22.72,31.36,2.12,26.3,7.51,100.38,84.66539
10/7/2018,33.09,41.29,24.14,31.77,2.97,23.01,6.73,100.27,83.8957748
10/8/2018,32.59,40.92,23.14,31.4,3.9,29.83,8.56,100.13,86.0145874
10/9/2018,31.67,38.69,23.89,30.53,2.23,36.79,10.06,100.1,82.5006485
10/10/2018,30.39,37.47,23.33,29.84,1.43,25.18,6.6,100.2,
10/11/2018,29.66,37.86,21.87,29.56,2.3,20.28,5.22,100.27,83.5369415
10/12/2018,29.56,39.12,21.8,29.73,2.29,16.06,4.17,100.4,
10/13/2018,29.47,38.85,20.66,29.41,2.08,17.35,4.42,100.53,84.7193985
10/14/2018,30.01,39.04,20.46,29.16,3.21,32.04,8.06,100.47,
