YEAR,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
7/1/2000,43.95,46.62,32.06,39.99,3.71,27.74,12.98,98.8,108.91
7/2/2000,43.84,46.77,34.6,40.37,5.49,29.94,14.31,98.78,115.53
7/3/2000,39.66,42.66,31.68,37.32,5.76,40.45,16.42,98.84,125.05
7/4/2000,40.81,43.2,31.85,37.58,5.08,37.93,15.59,98.94,
7/5/2000,41.95,44.58,32.03,38.54,4.45,35.04,15.16,98.98,125.2
7/6/2000,42.62,46.23,32.12,39.51,5.82,32.69,14.93,98.73,124.02
7/7/2000,41.56,46.68,30.33,38.46,6.73,33.45,14.46,98.58,122.32
7/8/2000,41,45.8,29.59,37.85,6.08,32.92,13.77,98.54,106.25
7/9/2000,40.72,45.5,29.74,37.66,6.84,35.75,14.84,98.37,117.45
7/10/2000,40.61,44.99,29.51,37.49,6.36,35.62,14.64,98.37,126.31
7/11/2000,40.65,45.21,29.49,37.6,6.23,35.13,14.52,98.42,129.15
7/12/2000,40.87,44.43,30.35,37.59,4.61,33.75,13.91,98.61,123.14
7/13/2000,42.82,46.25,33.43,39.94,3.86,29.19,13.66,98.57,107.23
7/14/2000,39.73,42.13,33.38,37.31,4.42,40.29,16.37,98.66,112.34
7/15/2000,40.51,43.08,31.88,36.84,3.91,43.8,17.36,98.66,125.17
7/16/2000,41.23,45.59,32.13,38.49,5.75,36.62,15.89,98.47,126.1
7/17/2000,38.97,42.78,29.39,36.14,5.83,38.36,14.62,98.56,125.95
7/18/2000,39.14,44.1,28.96,36.53,5.34,32.72,12.73,98.52,126.2
7/19/2000,39.78,44.38,29.01,36.76,4.58,33.47,13.19,98.54,115.49
7/20/2000,39.48,43.08,29.27,36.62,3.79,34.23,13.37,98.71,116.65
7/21/2000,38.68,41.96,31.86,36.19,4.72,36.18,13.78,98.86,116.77
7/22/2000,38.05,40.76,30.87,35.08,3.75,38.05,13.61,99.05,120.25
7/23/2000,37.62,43.01,28.3,35.11,6.1,33.7,12.07,98.98,125.16
7/24/2000,38.37,44.58,26.83,35.43,4.95,33.3,12.16,98.78,126.74
7/25/2000,38.18,44.48,26.86,35.44,5.31,34.81,12.7,98.99,126.27
7/26/2000,38.36,43.9,27.12,35.5,4.91,33.77,12.35,99.05,123.16
7/27/2000,38.91,44.19,27.79,35.99,4.57,31.36,11.79,99.01,119.05
7/28/2000,38.62,42.79,28.76,36.06,4.69,32.28,12.18,99.01,108.75
7/29/2000,38.53,41.92,29.81,36.09,4.28,32.75,12.35,99.18,121.81
7/30/2000,39.52,43.69,30.58,37.04,5.73,32.68,13,99.12,125.25
7/31/2000,38.58,43.63,28.33,35.84,6.2,37.23,13.91,98.86,125.01
8/1/2000,37.67,43.91,28.59,35.41,7.96,39.66,14.5,98.67,123
8/2/2000,37.52,42.35,27.12,34.56,5.1,42.11,14.68,98.81,118.13
8/3/2000,37.84,42.57,27.67,34.92,5.26,39.99,14.19,98.99,121.8
8/4/2000,37.67,42.78,27.46,34.98,5.47,39.28,13.96,99.16,111.54
8/5/2000,39.66,45.43,28.37,36.79,4.82,32.12,12.6,99.12,
8/6/2000,39.06,45.52,27.83,36.62,6.44,34.15,13.3,98.98,111.61
8/7/2000,37.62,43.17,27.39,35.22,6.23,40.05,14.43,99.1,114.55
8/8/2000,38.26,43.57,28.11,35.75,5.87,37.98,14.09,99.09,99.41
8/9/2000,38.97,43.85,28.02,35.98,4.81,36.62,13.79,98.9,115.38
8/10/2000,39.26,43.51,28.91,36.39,4.45,36.62,14.1,98.9,125.72
8/11/2000,41.72,44.89,31.19,38.43,1.6,28.22,12.11,98.98,121.49
8/12/2000,42.15,46.08,32.91,39.79,3.28,25.61,11.82,99.04,123.55
8/13/2000,41.75,43.94,33.98,39.09,3.35,31.48,13.97,99.32,119.95
8/14/2000,41.62,45.43,32.81,38.75,4.89,32.62,14.23,99.18,122.24
8/15/2000,39.41,44.67,29.5,36.76,6.07,37.21,14.61,99.02,121.8
8/16/2000,39.13,44.39,28.2,35.93,5,37.72,14.15,98.99,121.82
8/17/2000,39.22,45.42,27.61,36.12,4.18,31.89,12.09,98.83,121.4
8/18/2000,37.6,43.72,26.74,35.26,4.49,34.47,12.46,98.89,116.47
8/19/2000,38.85,43.4,28.96,36.28,3.8,35.07,13.37,99.18,79.3
8/20/2000,41.59,45.67,31.02,38.62,2.54,27,11.69,99.09,91.17
8/21/2000,42.13,46.91,32.04,39.51,4.13,26.32,11.99,98.81,50.93
8/22/2000,39.7,45.03,29.6,37.23,4.27,30.11,12.1,99.04,93.83
8/23/2000,40.72,45.67,31.66,38.43,2.32,25.08,10.73,99.21,115.06
8/24/2000,41.87,47.09,32.07,39.54,2.42,22.64,10.3,98.98,117.29
8/25/2000,41.46,46.68,32.29,39.55,2.95,21.56,9.82,98.97,120.43
8/26/2000,41.11,46.13,32.18,39.34,4.35,25.55,11.5,99.05,121.31
8/27/2000,40.86,44.22,33.2,38.5,4.03,36.62,15.8,99.07,117
8/28/2000,40.44,45.17,32.26,38.29,5.56,36.64,15.66,98.87,113.09
8/29/2000,39.24,45.11,29.26,36.81,6.28,39.74,15.7,98.68,109.23
8/30/2000,39.29,45.88,28.63,36.32,5.16,35.5,13.65,98.64,111.21
8/31/2000,38.88,46.65,27.38,36.17,5.19,32.13,12.25,98.55,108.76
9/1/2000,37.1,43.09,26.84,34.71,4.63,37.8,13.28,98.76,110.32
9/2/2000,37.95,43.68,27.62,35.51,4.14,37.35,13.7,98.89,114.29
9/3/2000,39.03,45.22,28.87,36.94,4.55,33.16,13.14,98.98,113.94
9/4/2000,37.86,43.82,27.75,35.72,4.26,34.93,12.92,99.21,110.15
9/5/2000,38.29,44.66,28.63,36.35,4.81,33.14,12.69,99.11,100.79
9/6/2000,37.18,43.85,26.98,35.28,5.04,34.81,12.58,98.99,
9/7/2000,36.66,43.01,27.11,34.82,5.64,37,13.03,99.12,106.95
9/8/2000,36.24,42.46,26.29,34.2,5.26,39.72,13.5,99.27,110.11
9/9/2000,35.61,43.04,25.68,33.65,4.28,35.28,11.62,99.22,106.51
9/10/2000,36.08,43.43,24.97,33.74,3.47,33.74,11.17,99.16,107.88
9/11/2000,34.88,41.62,24.93,33.06,5.1,35.98,11.46,99.25,109.43
9/12/2000,34.77,41.73,25.38,33.08,4.76,32.83,10.44,99.45,106.87
9/13/2000,34.94,41.55,25.58,33.21,4.23,31.83,10.17,99.69,108.33
9/14/2000,35.63,43.08,25.6,34.05,4.17,26.72,8.94,99.69,104.87
9/15/2000,34.88,42.22,25.03,33.48,5.31,27.33,8.88,99.53,103.15
9/16/2000,34.64,41.98,24.7,33.13,5.01,30.21,9.62,99.54,103.06
9/17/2000,34.14,40.99,24.53,32.42,4.52,33.54,10.26,99.66,107.69
9/18/2000,34.19,40.62,24.68,32.2,4.41,39.96,12.11,99.46,105.88
9/19/2000,34.26,39.86,25.34,32.33,4.39,42.16,12.86,99.57,97.7
9/20/2000,34.64,39.72,26.56,32.91,4.2,37.12,11.66,99.8,91.48
9/21/2000,35.15,40.56,26.46,33.34,3.11,30.87,9.91,99.94,86.33
9/22/2000,35.72,41.89,26.29,33.96,2.43,23.73,7.87,100.03,96.83
9/23/2000,36.18,42.39,26.52,34.22,2.33,24.45,8.24,99.93,100.64
9/24/2000,36.7,43.69,27.27,35.2,2.84,21.77,7.75,99.76,103.06
9/25/2000,36.33,44.8,27.25,35.74,3.15,16.95,6.22,99.62,99.42
9/26/2000,35.33,43.18,26.92,34.78,3.59,13.12,4.56,99.68,98.42
9/27/2000,33.31,41.26,24.68,32.46,2.88,17.22,5.25,99.92,97.72
9/28/2000,32.45,42.24,23.94,33.25,1.88,14.3,4.56,99.91,92.15
9/29/2000,32.25,42.54,22.46,33.15,1.68,8.61,2.73,99.79,102.61
9/30/2000,33.72,43.11,24.84,33.65,1.81,9.62,3.14,99.68,97.95
10/1/2000,33.8,43.39,24.94,33.27,3.32,16.01,5.11,99.79,99.31
10/2/2000,34.33,42.51,24.71,33.18,2.75,19.12,6.06,100.04,97.64
10/3/2000,34.88,43.39,25.14,33.66,2.11,14.73,4.8,100.02,88.23
10/4/2000,33.01,40.84,26.74,32.67,2.68,13.75,4.24,99.91,97.86
10/5/2000,33.91,42.02,23.85,32.83,2.99,26.2,8.17,99.86,99.23
10/6/2000,34.05,40.45,26.87,33.15,3.49,25.53,8.1,99.97,100.32
10/7/2000,34.45,41.72,25.65,33.58,2.99,25.71,8.36,99.96,100.08
10/8/2000,33.76,41.17,26.07,33.55,2.79,14.4,4.66,99.88,
10/9/2000,32.4,41.31,23.66,32.35,2.65,8.43,2.56,99.68,97.82
10/10/2000,30.2,40.78,21.12,30.98,2.72,8.08,2.26,99.8,96.85
10/11/2000,29.25,40.48,19.35,29.36,2.87,5.95,1.52,100.01,93.49
10/12/2000,28.57,39.46,18.58,29.2,2.96,7.95,2.01,100.13,93.3
10/13/2000,29.26,39.73,20.36,30.05,2.24,9.31,2.47,99.91,92.06
10/14/2000,29.09,40.05,19.17,29.65,2.67,9.27,2.41,99.91,90.32
10/15/2000,29.49,40.93,21.07,30.28,2.42,8.4,2.25,100.17,92.29
10/16/2000,29.55,41.14,21.77,30.21,2.64,8.57,2.29,100.25,89.85
10/17/2000,30.63,42.53,22.37,30.77,2.59,9.14,2.52,100.1,88.5
10/18/2000,30.82,42.1,22.62,30.9,2.37,10.27,2.86,99.9,85.56
10/19/2000,31.31,42.77,22.4,31.5,2.19,13.19,3.81,99.82,85.35
10/20/2000,30.32,41.84,21.02,31.13,3.21,8.52,2.4,99.91,83.86
10/21/2000,29.61,41.45,19.75,30,3.06,7.73,2.05,99.9,82.92
10/22/2000,29.2,40.64,19.87,29.42,2.16,9.38,2.41,99.68,83.21
10/23/2000,28.77,40.05,18.93,29.12,2.15,8.63,2.18,99.66,82.18
10/24/2000,28.17,39.48,19.28,28.9,2.27,8.93,2.21,100.03,83.38
10/25/2000,28.48,39.22,20.21,29.78,1.64,11.45,2.98,100.29,81.88
10/26/2000,27.82,39.02,19.11,28.9,2.26,8.13,2.01,100.33,84.26
10/27/2000,27.66,39.18,21.27,29.01,2.13,8.43,2.1,100.3,82.66
10/28/2000,27.93,39.6,19.73,28.81,2.36,11.02,2.71,100.34,83
10/29/2000,27.81,39.4,21.56,28.71,2.3,11.47,2.81,100.33,82.4
10/30/2000,27.65,38.17,20.49,28.06,2.08,14.86,3.5,100.36,82.63
10/31/2000,27.06,37.45,20.26,27.29,2.39,14.62,3.3,100.13,84.41
11/1/2000,26.67,36.36,19.36,26.65,3.04,22.49,4.89,100.26,84.61
11/2/2000,26.64,35.58,19.64,26.9,2,24.77,5.45,100.56,82.69
11/3/2000,26.49,35.69,20.4,27.36,1.32,18.03,4.06,100.79,79.61
11/4/2000,26.13,36.11,18.83,26.3,2.72,15.47,3.28,100.75,80.97
11/5/2000,26.2,36.82,18.44,26.44,2.93,17,3.64,100.38,77.59
11/6/2000,26.99,36.84,19.69,26.73,1.98,25.09,5.5,100.02,71.97
11/7/2000,26.66,35.25,18.3,26.13,3.6,35.89,7.6,100.08,74.58
11/8/2000,26.44,33.85,20.12,25.98,4.22,31.33,6.55,100.38,70.74
11/9/2000,25.39,34.03,16.97,25.02,3.35,16.1,3.16,100.61,
11/10/2000,25.34,34.11,18.49,25.63,2.55,16.61,3.39,100.61,70.92
11/11/2000,26.32,34.79,19.74,26.01,2.25,21.03,4.39,100.64,72.92
11/12/2000,24.95,32.36,18.67,24.57,5.14,16.28,3.12,100.48,71.24
11/13/2000,20.88,32.2,13.38,22.07,3.92,5.82,0.96,100.41,71.43
11/14/2000,20.11,31.46,11.01,21.69,2.17,7.55,1.21,100.75,68.68
11/15/2000,20.9,31.95,15.99,23.31,1.26,6.28,1.11,100.69,66.22
11/16/2000,21.71,32.85,16.02,23.98,1.63,7.23,1.33,100.63,67.67
11/17/2000,22.42,32.21,14.43,22.9,3.96,15.31,2.65,100.63,65.79
11/18/2000,19.89,28.57,14.4,20.69,4.64,6.26,0.95,100.61,67.15
11/19/2000,19.62,31.59,12.21,21.73,2.5,6.53,1.05,100.64,66.78
11/20/2000,20.41,32.37,16.31,22.3,2.12,9.62,1.61,100.43,68.93
11/21/2000,20.87,31.74,13.34,22.05,2.08,16.19,2.67,100.26,66.12
11/22/2000,20.83,29.49,14.41,21.35,3.14,19.57,3.08,100.51,64.68
11/23/2000,20.99,29.92,13.76,21.56,2.29,16.93,2.69,100.86,63.95
11/24/2000,21.63,30.52,14.09,21.84,1.88,25.19,4.07,101.03,62.89
11/25/2000,21.2,30.07,15.76,23,1.48,22.12,3.84,100.81,63.44
11/26/2000,21.51,30.66,16.04,22.26,2.06,19.2,3.2,100.59,60.25
11/27/2000,19.36,29.16,12.53,19.6,4.26,13.25,1.87,100.74,57.86
11/28/2000,18.28,28.33,10.07,19.1,2.92,18.94,2.58,100.96,55.31
11/29/2000,17.6,27.79,14.24,20.03,1.51,17.46,2.53,100.96,48.47
11/30/2000,16.63,27.41,9.23,17.72,3.28,13.81,1.73,101.1,52.69
12/1/2000,17.03,29.25,11.04,18.94,1.82,11.19,1.51,101.13,55.04
12/2/2000,16.92,28.76,12.69,19.04,1.95,9.89,1.34,101.06,56.27
12/3/2000,18.03,29.9,12.83,19.81,2.06,8.75,1.25,101.07,57.48
12/4/2000,19.22,31.1,14.94,21.56,1.59,10.4,1.65,100.95,44.46
12/5/2000,20.36,31.18,13.69,21.24,4.07,16.58,2.59,100.79,58.55
12/6/2000,21.61,31.8,13.75,21.78,3.31,15.67,2.53,100.73,58.43
12/7/2000,21.64,32.16,14.68,22.58,2.96,19.27,3.27,100.67,57.87
12/8/2000,19.24,27.4,13.81,19.13,3.59,23.23,3.18,100.89,36.87
12/9/2000,17.49,26.51,11.7,18.52,2.17,21.35,2.82,100.83,52.78
12/10/2000,18.25,28.15,12.19,19.57,2.05,19.25,2.71,100.75,50.9
12/11/2000,18.88,27.91,12.33,19.03,2.85,17.88,2.43,100.85,
12/12/2000,19.75,29.9,13.03,20.02,2.63,18.77,2.72,100.82,54.43
12/13/2000,20.96,30.71,14.01,21.46,2.05,24.39,3.87,100.65,55.43
12/14/2000,20.22,29.3,14.2,21.28,1.98,28.95,4.54,100.58,55.04
12/15/2000,20.59,28.57,16.9,22.03,1.63,29.76,4.89,100.64,57.28
12/16/2000,21.99,29.23,14.7,21.76,3.03,39.76,6.43,100.73,59.84
12/17/2000,19.62,26.46,14.59,19.27,3.69,38.56,5.33,101.01,59.94
12/18/2000,16.15,25.76,8.93,16.69,3.5,21.99,2.58,101.13,57.74
12/19/2000,15.69,26.45,9.43,17.13,1.98,19.59,2.36,100.97,56.49
12/20/2000,15.71,27.52,10.77,18.49,1.63,12.92,1.7,100.94,56.98
12/21/2000,15.82,28.54,12.85,19.64,1.19,10.58,1.49,100.99,42.04
12/22/2000,16.02,28.55,13.07,18.66,2,10.26,1.36,100.91,58.91
12/23/2000,16.6,28.54,10.02,18.53,1.92,14.92,1.97,100.74,59.76
12/24/2000,16.36,28,10.9,18.94,1.44,13.59,1.84,100.85,59.73
12/25/2000,16.93,29.09,12.71,19.61,1.44,12.07,1.7,100.86,61.68
12/26/2000,17.1,28.63,11.19,19.37,2.2,13.67,1.9,100.85,60.7
12/27/2000,19.44,30.3,11.19,19.78,3.81,23.92,3.42,100.57,60.87
12/28/2000,18.15,26.23,11.98,17.96,3.98,29.35,3.74,100.69,58.5
12/29/2000,15.95,24.68,9.84,16.14,3.47,36.64,4.15,100.98,55.68
12/30/2000,16.49,24.56,9.37,16.44,2.85,33.82,3.92,100.67,60.47
12/31/2000,16.41,24.47,10.05,16.27,3.12,29.6,3.4,100.56,60.63
1/1/2001,15.29,24.4,9.69,15.61,2.5,41.27,4.54,100.66,49.81
1/2/2001,14.67,25.73,8.38,16.12,2.3,24.88,2.82,100.84,45.33
1/3/2001,14.22,25.39,8.91,17.19,1.09,21.94,2.66,101.05,52.64
1/4/2001,14.5,25.63,9.32,16.78,1.46,19.49,2.3,101.08,43.59
1/5/2001,14.11,24.83,9.19,16.28,2.08,22.68,2.59,100.99,49.1
1/6/2001,14.82,24.67,9.48,16.61,1.99,25.26,2.95,100.78,49.81
1/7/2001,15.14,24.45,8.2,15.64,2.16,27.21,2.99,100.79,54.77
1/8/2001,13.95,23.5,6.45,14.12,2.72,26.11,2.6,100.86,55.16
1/9/2001,13.21,23.7,5.63,14.46,1.67,25.41,2.58,101.01,57.11
1/10/2001,13.35,24.15,9.79,16.53,1.26,17.47,2.03,100.92,57.52
1/11/2001,14.46,25.41,9.84,17.22,1.65,18.17,2.21,100.62,57.59
1/12/2001,15.36,25.79,8.47,17.12,1.81,19.46,2.35,100.69,59.44
1/13/2001,15.2,25.64,7.65,16.62,1.88,21.29,2.49,100.99,57.56
1/14/2001,15.36,26.63,10.29,17.54,1.85,19.54,2.42,100.86,58
1/15/2001,15.73,27.49,8.94,17.65,1.87,17.25,2.15,100.83,49.15
1/16/2001,15.39,27.4,12.03,18.13,1.51,15.1,1.94,101.02,54.89
1/17/2001,14.73,26.23,8.58,17.35,1.89,12.62,1.54,101.02,56.77
1/18/2001,14.63,25.5,8.04,16.2,2.23,13.89,1.58,101,57.66
1/19/2001,14.49,25.22,6.62,15.18,2.34,18.64,1.99,100.96,56
1/20/2001,15.53,25.85,8.6,16.44,3.1,22.44,2.6,100.77,23.65
1/21/2001,17.02,26.77,9.62,17.41,2.39,32.91,4.07,100.41,
1/22/2001,15.73,24.05,8.76,15.61,5.13,19.5,2.14,100.6,56.78
1/23/2001,14.55,26.59,6.87,15.84,4.02,11.17,1.24,100.87,57.6
1/24/2001,14.43,25.54,5.62,14.84,2.57,11.23,1.17,100.97,44.3
1/25/2001,16.1,28.18,8.22,17.47,1.94,12.03,1.49,100.64,30.71
1/26/2001,17.64,28.28,9.54,19.02,2,19.47,2.65,100.69,57.81
1/27/2001,17.86,28.82,11.79,19.65,1.57,18.22,2.58,100.71,55.09
1/28/2001,18.13,27.95,12.3,19.12,2.59,22.07,3.03,100.58,55.48
1/29/2001,17.7,25.86,10.03,17.19,5.19,26.03,3.17,100.5,53.37
1/30/2001,13.28,22.45,5.46,12.88,6.72,13.14,1.21,100.81,56.29
1/31/2001,12.74,24.46,3.95,13.43,3.84,12.04,1.15,100.81,56.53
2/1/2001,12.78,24.12,4.13,13.25,3.85,11.29,1.06,100.88,61.57
2/2/2001,13.31,26.16,3.45,14.38,2.8,9.16,0.93,100.82,62.05
2/3/2001,14.14,27.1,8.11,17,1.89,7.5,0.9,100.51,64.91
2/4/2001,15.43,27.95,5.96,16.86,2.04,9.49,1.13,100.35,66.48
2/5/2001,15.95,27.56,7.57,16.87,3.25,14.42,1.72,100.52,46.07
2/6/2001,17.08,27.88,7.98,17.29,2.62,15.26,1.86,100.73,51.65
2/7/2001,18.63,28.51,10.97,19.15,2.07,21.61,2.96,100.78,41.68
2/8/2001,18.63,29.08,10.17,19.48,2.02,19.37,2.71,100.89,34.86
2/9/2001,18.78,29.64,10.26,19.29,3.53,12.55,1.74,100.64,64.25
2/10/2001,18.54,29.69,10.34,19.35,3.57,9.74,1.35,100.56,22.33
2/11/2001,18.22,30.24,8.56,18.84,3.1,8,1.08,100.43,61.53
2/12/2001,19.55,28.89,9.8,18.91,4.05,9.02,1.22,100.61,75.71
2/13/2001,18.54,27.03,12.83,18.26,3.41,10.79,1.4,100.46,59.14
2/14/2001,17.88,27.64,9.48,18.66,2.61,13.72,1.83,100.47,63.49
2/15/2001,19.34,29.43,9.51,20.23,1.95,15.43,2.26,100.78,84.01
2/16/2001,20.37,29.82,11.43,20.49,2.23,21,3.13,100.83,78.76
2/17/2001,20.98,31.29,15.1,22.09,1.49,17.71,2.91,100.73,68.98
2/18/2001,21.22,31.23,15.3,22.51,1.2,15.36,2.59,100.8,74.74
2/19/2001,21.66,31.48,13.93,22.54,2.76,17.72,3,100.68,76.52
2/20/2001,22.57,32.03,15.53,22.94,3.6,22.4,3.89,100.42,76.94
2/21/2001,22.49,33.17,11.38,21.65,2.78,13.52,2.17,100.37,78.5
2/22/2001,25.62,34.61,16.15,25,2.62,22.46,4.43,100.11,
2/23/2001,28.46,36.28,19.36,27.68,2.59,31.91,7.39,100.1,75.55
2/24/2001,24.63,29.75,20.67,24.62,2.53,27.95,5.39,100.16,85.91
2/25/2001,22.28,31.16,16.38,22.52,4.82,18.21,3.09,100.19,71.77
2/26/2001,20.54,31.09,9.96,20.03,3.37,9.48,1.38,100.42,79.53
2/27/2001,21.06,31.5,10.86,21.48,2.26,7.56,1.2,100.51,83.46
2/28/2001,20.43,31.39,11.4,21.77,2.67,8.01,1.29,100.93,72.37
3/1/2001,20.28,30.85,10.03,21,1.6,10.25,1.57,101.2,90.75
3/2/2001,21.24,31.76,15.01,22.56,1.54,8.89,1.5,101.11,51.12
3/3/2001,21.4,31.74,14.58,22.92,1.45,9.06,1.56,100.9,87.48
3/4/2001,22.12,32.71,15.98,23.5,1.22,9.37,1.68,100.89,86.04
3/5/2001,22.86,33.41,13.85,22.97,3.18,10.18,1.77,100.6,83.96
3/6/2001,23.66,33.8,15.44,23.17,2.05,14.62,2.58,100.32,75.41
3/7/2001,24.97,35.13,15.82,24.36,1.9,17.84,3.38,100.41,83.68
3/8/2001,25.77,36.21,16.72,25.92,2.27,14.12,2.93,100.42,66.27
3/9/2001,26.16,36.46,18.61,27.17,2.07,12.49,2.79,100.36,76.05
3/10/2001,27.48,37.7,17.78,27.1,3.42,13.91,3.1,100.34,95.01
3/11/2001,28.18,37.94,17.91,27.42,4.01,11.59,2.63,100.3,97.56
3/12/2001,28.1,35.57,19.78,27.16,4.07,20.1,4.51,100.18,100.82
3/13/2001,24.44,33.49,16.76,23.79,5.25,8.23,1.5,100.31,103.37
3/14/2001,23.46,33.58,12.6,23.05,3.28,7.27,1.27,100.38,94.92
3/15/2001,24.74,35.13,14.57,24.28,2.87,10.37,1.95,100.66,103.78
3/16/2001,26.03,36.04,14.4,25.14,2.17,10.69,2.12,100.56,100.9
3/17/2001,28.47,38.01,17.66,27.52,2.77,15.1,3.45,100.17,93.74
3/18/2001,30.89,39.38,19.97,29.54,4.53,19.72,5.09,100.01,107.02
3/19/2001,30.76,37.11,22.47,29.12,4.46,36.45,9.19,100.05,104.74
3/20/2001,28.83,34.51,20.48,27.52,2.66,28.73,6.58,100.24,108.13
3/21/2001,26.87,34.16,19.78,26.75,1.91,13.22,2.9,99.97,104.25
3/22/2001,26.54,36.02,16.16,26.75,2.23,7.61,1.67,99.92,109.24
3/23/2001,27.11,36.65,16.21,26.79,2.11,7.64,1.67,100.07,111.59
3/24/2001,28.56,37.24,21.32,28.21,2.67,13.39,3.2,99.94,113.5
3/25/2001,29.87,37.65,19.78,28.68,2.93,18.1,4.45,99.86,88.57
3/26/2001,31.32,39.59,20.56,29.73,2.44,24.37,6.38,99.7,
3/27/2001,30.97,37.68,23.02,30.03,7.15,31.02,8.29,99.49,111.04
3/28/2001,27.34,33.78,18.92,26.15,5.89,17.02,3.62,99.43,109.66
3/29/2001,27.3,34.23,17,25.34,2.91,18.09,3.66,99.58,112.45
3/30/2001,26.69,33.64,16.92,25.52,2.33,21.17,4.31,100.1,111.06
3/31/2001,27.77,36.94,17.24,26.89,1.69,12.01,2.64,100.29,112.44
4/1/2001,28.18,38.02,18.46,27.93,2.05,8.54,2,100.37,117.4
4/2/2001,28.9,39.54,19.05,28.88,2.39,7.9,1.96,100,117.98
4/3/2001,29.93,40.03,18.51,30.11,2.03,9.07,2.41,99.95,118.68
4/4/2001,28.96,38.2,19.78,28.75,4.2,11.51,2.82,100.34,120.19
4/5/2001,30.16,40.35,18.09,28.86,2.85,9.18,2.27,100.24,119.12
4/6/2001,30.2,41.41,19.59,30.41,2.37,8.32,2.25,100.11,117.15
4/7/2001,32.2,42.69,22.28,31.71,2.7,8.15,2.37,100.2,114.38
4/8/2001,33.73,43.82,21.09,32.24,2.95,11.57,3.49,99.72,111.86
4/9/2001,34.54,45,22.37,33.14,2.96,9.56,3.04,99.28,111.56
4/10/2001,34.83,44.32,22.59,33.12,3.72,11.99,3.81,99.38,110.5
4/11/2001,33.33,40.94,23.05,31.55,3.21,23.59,6.85,99.73,115.21
4/12/2001,33.73,40.89,23.41,31.83,2.41,15.44,4.55,99.78,115.18
4/13/2001,32.6,39.41,23.42,30.97,2.79,22,6.17,99.8,117.36
4/14/2001,30.72,38.02,21.61,29.72,3.61,25.03,6.51,100.26,116.65
4/15/2001,33.25,38.31,24.27,31.59,1.19,25.35,7.33,100.34,117.16
4/16/2001,32.76,37.81,25.37,31.64,2.06,26.67,7.76,100.04,116.15
4/17/2001,32.34,37.41,23.04,30.4,2.87,30.16,8.19,99.95,115.12
4/18/2001,33.2,38.63,24.34,31.3,3.59,27.85,7.97,99.84,114.96
4/19/2001,30.53,34.13,22.52,27.88,3.79,39.72,9.33,100.05,117.16
4/20/2001,31.63,38.13,21.58,30,2.69,28.65,7.59,100.09,116.88
4/21/2001,32.48,41.54,23.86,32.37,2.34,15.45,4.68,99.93,91.48
4/22/2001,35.33,43.13,23.35,33.45,3.02,16.55,5.34,99.77,106.72
4/23/2001,36.46,44.27,25.31,34.7,4.78,18.78,6.51,99.66,111.9
4/24/2001,35.29,42.62,25.32,33.81,3.32,23.26,7.68,99.68,116.28
4/25/2001,36.58,43.9,24.95,34.76,2.85,17.99,6.25,99.67,118.27
4/26/2001,37.87,46.33,27,36.12,3.7,11.03,4.14,99.4,116.22
4/27/2001,38.12,46.85,24.8,35.74,3.87,19.61,7.22,99.4,
4/28/2001,39.51,48.26,26.47,37.07,3.7,22.29,8.86,99.14,78.95
4/29/2001,39,46.39,26.82,36.51,3.28,30.74,11.86,99.18,118.78
4/30/2001,40.8,48.39,28.06,38.27,4.1,22.17,9.39,99.28,116.29
5/1/2001,40.6,47.7,28.96,38.21,4.48,20.59,8.68,99.33,120.91
5/2/2001,39.38,46.74,27.49,37.41,2.63,20.76,8.4,99.22,121.64
5/3/2001,39.08,47.24,28.61,38.33,3.36,8.95,3.79,99.19,116.96
5/4/2001,40.26,48.97,29,38.81,2.22,7.87,3.42,99.22,119.84
5/5/2001,41.55,50.38,28.26,39.19,2.22,10.14,4.5,99.2,125.28
5/6/2001,41.79,49.74,29.01,39.42,2.58,15.69,7.08,99,128.82
5/7/2001,42.15,49.88,29.2,39.17,4.12,22.32,9.96,98.89,127.54
5/8/2001,40.36,46.84,28.58,38.16,3.74,20.01,8.44,99.07,128.9
5/9/2001,41.26,47.59,28.13,38.09,2.85,22.02,9.25,99.15,125.24
5/10/2001,41.15,50.08,26.78,38.68,4.1,13.38,5.79,99.14,126.37
5/11/2001,41.93,50.32,27.77,39.11,3.93,17.16,7.61,99.14,125.46
5/12/2001,40.96,49.15,27.99,38.48,6.07,26.76,11.49,99.18,123.73
5/13/2001,39.69,46.28,29.02,37.47,6.1,27.73,11.27,99.17,127.22
5/14/2001,39.8,45.71,28.93,37.33,5.97,31.64,12.79,99.09,124.98
5/15/2001,39.37,44.64,28.88,36.87,5.72,34.79,13.7,99.23,124.64
5/16/2001,40.05,45.39,28.88,37.23,5.71,33.45,13.42,99.33,124.84
5/17/2001,39.72,46.01,27.36,36.67,5.94,33.3,12.97,99.18,125.35
5/18/2001,38.76,43.8,27.64,35.89,6,37.13,13.87,99.2,127.07
5/19/2001,40.35,45.2,27.88,36.72,4.32,33.96,13.27,99.16,127.06
5/20/2001,39.82,45.45,28.13,36.79,5.27,34.57,13.58,99.03,126.49
5/21/2001,40.61,44.87,28.51,36.74,3.99,35.66,13.97,99.05,124.53
5/22/2001,40.58,46.05,28.83,37.67,6.03,32.69,13.45,99.17,109.09
5/23/2001,42.13,48.45,29.42,39,5.34,27.65,12.23,99.08,124.5
